name,content,url,type,summary
材料-KY,"材料 - KY() 在絲束產品仍有在銷售價量上的優勢，公司今 (5) 日公布最新營收資訊，2023 年 12 月營收以 13.51 億元續創新高，月增 8.57%，年增 2.36 倍，已連續 4 個月營收站穩在 12 億元之上，累計 2023 年全年營收 110.26 億元，年增 1.58 倍，同時，在今年訂單已陸續談妥，在平均銷售單價優於 2023 年。材料 - KY 在 2023 年第四季營收 38.37 億元，就單季營收金額來看，在出貨價量同步增長之下，單季已遠遠 2021 年全年營收的 27.15 億元，第四季營收 38.37 億元，季增 17.64%，年增 2.12 倍。材料 - KY 在 2023 年前三季營收 71.89 億元，毛利率 59.9%，年增 1.78 個百分點，前三季稅後純益 32.4 億元，年增 2.6 倍，每股純益 39.63 元。展望 2024 年，材料 - KY 指出，由於加熱不燃燒菸市場成長及地緣政治情勢變化等因素，全世界供應鏈已重新排序，絲束可望持續受惠；另材料 - KY 也看好醋片在中國大陸的內需市場，供應鏈改變的長期趨勢持續支持材料成長。目前訂單能見度良好，2024 年度訂單已陸續談妥，在平均銷售單價優於 2023 年，且 2024 年有新的絲束產能擴充規劃之下，樂觀看待成長動能延續。就產能規劃方面，材料 - KY 指出，因應絲束需求與營運成長，預計 2024 年 7 月中旬完成擴增 9,000 噸絲束產能，2025 年 1 月再擴增 9,000 噸的絲束產能，暨預計 2025 年第二季完成 3 萬 5,000 噸醋片產能擴增。另東南亞設廠 (絲束) 計畫，目前正按部就班去進行，包含與四大菸草公司之一或當地第一大菸廠洽談合資方式。",https://news.cnyes.com/news/id/5425326,p,材料-KY在2023年前三季營收71.89億元，毛利率59.9%，年增1.78個百分點，前三季稅後純益32.4億元，年增2.6倍，每股純益39.63元。
威剛,記憶體模組大廠威剛 () 今 (5) 日公告去年第四季營收，受惠記憶體價格上漲、需求逐步回籠，單季營收達 110.31 億元，一舉改寫 13 多年新高，全年約 336.98 億元，改寫歷史第三高。威剛認為，今年上半年記憶體價格易漲難跌，預估本季可見另一波記憶體備貨需求，營收表現可望再續成長動能。威剛去年 12 月營收 31.45 億元，月減 23.18%，年增 33.52%，第四季合併營收 110.31 億元，季增 28.22%，年增 47.81%，累計去年全年 336.98 億元，年減 3.86%，年減幅明顯優於記憶體價格走勢。展望今年，威剛看好，記憶體原廠減產與產能排擠效應發酵，且 AI 應用將在下半年開始不斷擴大，相關伺服器、PC 與智慧手機等需求都將接踵而至，DRAM 與 NAND Flash 兩大記憶體價格可望維持一整年多頭格局。董事長陳立白強調，目前的記憶體多頭是過去 10 幾年從未發生過，不僅是供給端緊縮且漲價態度強硬，需求端也有一連串新興 AI 需求產生，以及車用記憶體需求大幅增加，因此看好 2024 年記憶體價格正向走勢，且第一季的 NAND Flash 與 DRAM 價格漲幅與去年第四季相比將不惶多讓。細分產品組合，威剛去年 12 月 DRAM 營收比重為 46.23%，SSD 產品占比 28.23%，記憶卡、隨身碟與其他產品為 25.54%；第四季 DRAM 營收貢獻比重上升至 52.18%，SSD 為 29.38%，記憶卡、隨身碟與其他產品 18.44%。,https://news.cnyes.com/news/id/5425229,p,威剛去年12月營收31.45億元，月減23.18%，年增33.52%，第四季合併營收110.31億元，季增28.22%，年增47.81%，累計去年全年336.98億元，年減3.86%，年減幅明顯優於記憶體價格走勢。
鴻海,鴻海 () 今 (5) 日公告去年 12 月營收 4601.24 億元，月減 26.9%、年減 29.2%；第四季營收 1.85 兆元，季增 20%，年減 5.4%；全年營收 6.16 兆元，年減 7%，為歷史次高。展望第一季，鴻海表示，因整體營運逐步進入傳統淡季，預估季節性表現與過去三年相當，將呈現季節性修正，且因為去年同期基期較高，也將呈現年減。鴻海 12 月營收四大產品類別表現，月對月方面，元件及其他產品強勁成長，雲端網路產品也有顯著月增；電腦終端、消費智能產品均因為前月新品拉貨及節日銷售備貨，墊高比較基期而月減；年對年僅元件及其他產品有顯著成長，其餘皆呈現衰退。第四季與前季相比，消費智能產品因新品拉貨及節日銷售備貨強勁成長，也帶動元件及其他產品強勁季增；雲端網路產品也有顯著季增。電腦終端產品雖然面臨 PC 市場需求趨緩，但因備貨需求，使得季對季表現持平。第四季年對年來看，僅元件及其他產品有強勁年增，消費智能產產品雖然因前年鄭州廠區受疫情影響使得基期較低，但因整體消費市場保守，持平前年同期；電腦終端、雲端網路產品則略微衰退。鴻海表示，去年第四季營收與 11 月法說會展望相比，整體季對季表現及雲端網路產品表現優於公司預期；年對年表現，所有產品類別皆優於公司預期；2023 年全年而言，元件及其他產品約略持平，消費智能、雲端網路、電腦終端產品類別則略為衰退。,https://news.cnyes.com/news/id/5425223,p,鴻海今日公告去年12月營收4601.24億元，月減26.9%、年減29.2%；第四季營收1.85兆元，季增20%，年減5.4%；全年營收6.16兆元，年減7%，為歷史次高。展望第一季，鴻海表示，因整體營運逐步進入傳統淡季，預估季節性表現與過去三年相當，將呈現季節性修正，且因為去年同期基期較高，也將呈現年減。
大立光,光學元件股王大立光 () 在 2023 年 11 月營收以 67.9 億元改寫歷史新高後，今 (5) 日公布 2023 年 12 月營收則下滑爲 47.81 億元，月減 29.58%，年增 19.08%，2023 年第四季營收 178.83 億元，爲 16 季以來新高，季增 31%，年增 24.27%。大立光去年 11 月營收以 67.9 億元改寫歷史新高，也預告 12 月客戶拉貨動能趨緩，但相對於 2022 年同期的 12 月營收下滑幅度 22.81%，2023 年 12 月的營收月減幅度 29.58%，下滑幅度明顯增加不少。大立光將在 11 日召開法人說明會，尤其是國際券商紛紛看壞蘋果營運前景同時，大立光執行長林恩平可望對市場景氣的變化的營運展望提出說明。大立光在 2023 年全年營收 488.42 億元，爲近三年新高，年增 2.45%。大立光統計，2023 年 11 月出貨產品結構來看，以 1000 萬畫素產品為多數，1000 萬畫素以上鏡頭占比 50-60%，800 萬畫素鏡頭產品占比 0-10%，2000 萬畫素以上產品占比爲 20-30%，低於 500 萬畫素產品為 10-20%。大立光在 2023 年第三季營收 136.29 億元，毛利率 42.56%，季減 6.3 個百分點，年減 11.19 個百分點，稅後純益 59.53 億元，季增 61.05%，年減 26.9%，每股純益 44.6 元。大立光 2023 前三季營收 309.59 億元，毛利率 46.35%，年減 7.89 個百分點，前三季稅後純益 129.37 億元，年減 30.44%，每股純益爲 96.93 元。在大立光營收 11 月轉旺之後，已陸續有 3 外資券商將大立光目標價調高到 3000 元之上，大立光今日收盤價報 2595 元，較前一日下跌 55 元或 2.08%，成交量永大爲 1220 張。,https://news.cnyes.com/news/id/5425222,n,光學元件股王大立光在2023年11月營收以67.9億元改寫歷史新高後，今日公布2023年12月營收則下滑爲47.81億元，月減29.58%，年增19.08%，2023年第四季營收178.83億元，爲16季以來新高，季增31%，年增24.27%。大立光在2023年全年營收488.42億元，爲近三年新高，年增2.45%。
富邦金,繼獲頒東海大學名譽管理博士後，富邦集團董事長蔡明忠再獲輔仁大學授予名譽法學博士學位。蔡明忠致詞時提及，學習法律為他奠定了邏輯推理的基礎，也為日後經營企業、作決策提供極大助益，富邦集團多年來在市場上最為人稱道的就是併購策略，如：2008 年以發行新股和海外債的組合，不花一塊錢即買下價值 6 億美元的 ING 人壽；借道香港參股大陸廈門銀行；以及去年底剛完成台灣大哥大合併台灣之星。蔡明忠認為，富邦集團這些經營策略，都是法律發揮的極致應用，也是法律與商業結合的一門藝術。他相信，法律具有創造力，透過客觀論證結合市場實務，賦予法律在每個時代應有的內涵與價值。今日獲頒名譽法學博士，也是對蔡明忠一路堅持推動公司治理與法律創新的最大肯定。蔡明忠表示，輔仁大學是一所備受敬重的學校，輔大 1961 年在台復校，而富邦產險也在同一年創立，雙方共同在台灣發展扎根超過一甲子。根據 2023 年人力銀行的調查，輔大學生是台灣企業最愛的私校冠軍，富邦也有許多主管及同事畢業自輔大。多年來，富邦與輔大有著深厚的淵源，一個從產業、一個從學界，共同致力於跨領域整合及永續發展，建構包含學術、醫院、政府、社區與企業的整合生態。舉例來說，在新冠肺炎疫情嚴峻階段，富邦攜手輔大醫院建立全台首家金融企業篩檢站；與輔大合作「CSR X USR：體育運動發展推動計畫」，引進企業參與，推廣體育在地服務，為社會傳遞正向永續精神，這也是輔大與富邦長期產學合作的最大宗旨。蔡明忠擁有臺灣大學法律學士學位、美國喬治城大學法律碩士學位。他致詞也提到，父親認為他最終是要從商，因而選修了所有英美法課程，也選擇留美，並特別感謝在喬治城大學法律學院那段美好而值得回憶的求學時光。他認為，隨著企業經營的利害關係人越多，越需要多元而健全的制度與治理機制，建立起以誠信、治理為 DNA 的集團文化，更成為集團持續茁壯的關鍵密碼。輔仁大學今 (5) 日舉行頒授典禮，由輔仁大學校牧林之鼎神父開場主持祈福禮，並由董事長劉振忠總主教、校長江漢聲、法律學院院長吳志光教授及輔仁大學師生、運動代表隊選手等共襄盛舉，美國喬治城大學法學院院長 Mr. William Treanor 及黃日燦律師蒞臨致詞。富邦集團總裁夫人蔡楊湘薰、富邦金控董事長蔡明興等家族成員齊聚出席見證，眾多各界好友及富邦集團高階主管也到場觀禮。,https://news.cnyes.com/news/id/5425205,p,繼獲頒東海大學名譽管理博士後，富邦集團董事長蔡明忠再獲輔仁大學授予名譽法學博士學位。蔡明忠認為，富邦集團這些經營策略，都是法律發揮的極致應用，也是法律與商業結合的一門藝術。多年來，富邦與輔大有著深厚的淵源，一個從產業、一個從學界，共同致力於跨領域整合及永續發展，建構包含學術、醫院、政府、社區與企業的整合生態。
英業達,代工大廠英業達 () 受惠 AI 伺服器出貨動能強勁，預期 2024 年全年伺服器出貨量將有雙位數的成長。英業達表示，出貨給中國的 H20 將在第二季放量，輝達 () 的 B100 則將在下半年陸續出貨。 英業達指出，無論是 GPU 缺料問題或是中國 AI 禁令，AI 伺服器皆未消失，並進一步指出，原先要出貨給中國的 A800/L40，改為 H20/L20，英業達強調，更改出貨產品對營收、獲利影響有限，預估第二季中國 H20 開始放量。 美系客戶部分，英業達則表示，第二季開始出貨量較大，ASIC 與輝達的 B100 將會在下半年陸續出貨。 英業達預估，整體伺服器出貨在第一季有望有小幅季增，主要因為傳統伺服器逐漸回溫，加上 AI 伺服器貢獻出貨動能，預期全年伺服器出貨量將有雙位數的成長，其中 AI 營收占比約提升至 10% 至 15%。 筆電方面，英業達則表示，由於去年第四季基期較低，因此今年第一季淡季不淡，往年第一季季減雙位數，不過預期今年第一季 NB 出貨量僅季減中個位數，全年 NB 的出貨量則將成長中個位數百分比。 英業達指出今年筆電的成長動能主要有三，包括今年第三季商用筆電將推出搭載 AMD() 與 Intel()CPU 產品、Windows 12 將於第四季推出，以及 AI 助理 Copilot 導入 NB 帶動硬體規格升級，並有望迎來換機潮。 至於 AI PC 展望，英業達提到，換機潮所帶來的出貨量將有所貢獻，不過 ASP 與中低階商用產品差不多，由於英業達商用筆電占近 7 成，因此 AI PC 對 ASP 提升相對有限。另外，AI PC 的毛利率跟 NB 差異不大。,https://news.cnyes.com/news/id/5425175,p,代工大廠英業達受惠AI伺服器出貨動能強勁，預期2024年全年伺服器出貨量將有雙位數的成長。英業達表示，出貨給中國的H20將在第二季放量，輝達的B100則將在下半年陸續出貨。 美系客戶部分，英業達則表示，第二季開始出貨量較大，ASIC與輝達的B100將會在下半年陸續出貨。另外，AIPC的毛利率跟NB差異不大。
樺漢,工業電腦大廠樺漢 () 去年營收締新猷，公司看好， 隨著 AI 應用蓬勃發展將帶動基礎建設、智慧方案的技術升級需求大幅增加，今年營運可望逐季向上、並較去年成長、續創新高。樺漢表示，今年將持續聚焦三大營運方針，包括「軟硬整合」完善 IIoT 裝置與整合應用軟體方案；「雲網結合」打通設備通訊協議與提供多樣雲端服務；「訂閱式服務」朝向高毛利率 ESaaS 平台針對五大應用 (AI、能源、資安、ESG) 進行數位轉型。樺漢看好，AI 技術掀起科技新風潮，驅動全球 AI 應用產品蓬勃發展，將帶動各產業對於基礎建設、智慧方案的技術升級需求大幅增加，龐大的市場商機將有利於樺漢與合作夥伴們業務開拓。個體及全資子公司方面，樺漢表示，積極深化包括金融零售、彩票博弈、機器視覺等客戶新產品升級開發，以及硬體、軟體、混合雲平台與 AI 深度整合、與能源管理系統等，創造訂單需求持續增加。隨著客戶良好服務需求增溫，以及引擎動能與在手訂單效益發揮，樺漢看好，今年整體營運穩健成長。,https://news.cnyes.com/news/id/5425095,p,樺漢看好，AI技術掀起科技新風潮，驅動全球AI應用產品蓬勃發展，將帶動各產業對於基礎建設、智慧方案的技術升級需求大幅增加，龐大的市場商機將有利於樺漢與合作夥伴們業務開拓。隨著客戶良好服務需求增溫，以及引擎動能與在手訂單效益發揮，樺漢看好，今年整體營運穩健成長。
台積電,台積電 ()() 自去年 8 月與博世、英飛凌、恩智浦四家合資成立的歐洲半導體製造公司 (ESMC) 後，總裁人選一直尚未定案，前博世德勒斯登晶圓廠廠長 Christian Koitzsch 今 (5) 日在職場社群平台 LinkedIn 上證實將出任總裁一職，外界也預期，未來將由其負責建廠與營運。根據 Christian Koitzsch 在 LinkedIn 上的資訊，其在 2004 至 2006 年時在 ABB 半導體擔任製程工程師，2008 年起在博世薄膜太陽能電池歷練，後續逐步跨入半導體領域，最近的資歷即是在博世德勒斯登晶圓廠擔任廠長。博世德勒斯登晶圓廠自 2019 年開始建造，是博世當時有史以來最大規模的單筆投資案，廠區也是由博世建築部門進行建造，歷經兩年半時程，在 2021 年開始運營，廠區特點即是有大量自動化設備，可實現自動化生產。業界預期，Christian Koitzsch 加入 ESMC 後，可望將過往建廠經驗複製至台積電德國廠，不僅有助台積電更快熟悉當地生態，也可加快建廠腳步，預計今年下半年開始動工。台積電先前宣布與博世、英飛凌、恩智浦三家歐洲公司成立歐洲半導體製造公司，台積電持股 70%，其他三家各持股 10%，地點設在德國東部的德勒斯登，也是台積電在歐洲的第一座生產基地，預計 2027 年底投產。,https://news.cnyes.com/news/id/5425064,p,根據ChristianKoitzsch在LinkedIn上的資訊，其在2004至2006年時在ABB半導體擔任製程工程師，2008年起在博世薄膜太陽能電池歷練，後續逐步跨入半導體領域，最近的資歷即是在博世德勒斯登晶圓廠擔任廠長。
星通,關鍵任務網路 (MCC) 任務公司星通 () 昨 (4) 日公布去年 12 月營收 1.85 億元，年增 695%，月增 532%，營收突破億元大關，更一舉超過 2023 年前 3 季總和，激勵今 (5) 日股價，開盤跳空漲停鎖住 52 元。 星通昨日公布去年 12 月營收 1.85 億元，年增 695.83%，月增 532.74%。累計 2023 年全年營收 6.49 億元，年增 48.51%。今日一開盤即跳空漲停鎖住 52 元，成交量 1666 張，排隊買單近 4 萬張。 星通目前為全球關鍵任務網路解決方案的三大業者，星通董事長葉茂林曾指出，看好未來 5 年骨幹基礎建設的汰換潮，星通將持續積極開發下一代網路解決方案，並以新一代的 MCC 骨幹網路解決方案拓展全球市場，有望成為星通重要的成長動能。,https://news.cnyes.com/news/id/5425040,p, 星通昨日公布去年12月營收1.85億元，年增695.83%，月增532.74%。累計2023年全年營收6.49億元，年增48.51%。今日一開盤即跳空漲停鎖住52元，成交量1666張，排隊買單近4萬張。
王品,連鎖餐飲集團和大型通路均積極搶攻龐大年菜商機，王品 () 今 (5) 日指出，旗下 4 大中餐品牌外帶熱年菜銷售已超過 70%，剩餘庫存緊張，而中式冷凍年菜追加組合更全數售完，超商龍頭全聯則表示，旗下大潤發銷量年菜套組已破千萬元業績，年增近 10%，樂觀預期增幅將擴大至 20%。距離 2 月 9 日除夕夜僅 1 個月餘，時序進入圍爐年菜銷售高峰，王品統計，旗下四大中餐品牌「享鴨 烤鴨與中華料理」、「莆田 Putien」、「丰禾 台式小館」和「朝粥幫」外帶熱年菜銷售已超過 70%。法人樂觀看待，尚有一個月的時間，預期王品年菜組合將全面售罄。王品依各品牌特色，推出不同明星主打菜，有效掀起搶購熱潮，「丰禾」台菜宴僅剩不到百組，而「王品嚴選」的冷凍年菜中式追加套組全數售光，西式套組也剩不到百份。全聯旗下大潤發則是網羅超過 150 款的名店熱銷年菜，開賣近 4 周，年菜套組和單品共已繳出千萬業績，年增近 10%，依目前銷售狀況來看，大潤發預計整體檔期將成長 20%。,https://news.cnyes.com/news/id/5425017,p,距離2月9日除夕夜僅1個月餘，時序進入圍爐年菜銷售高峰，王品統計，旗下四大中餐品牌、、和外帶熱年菜銷售已超過70%。法人樂觀看待，尚有一個月的時間，預期王品年菜組合將全面售罄。王品依各品牌特色，推出不同明星主打菜，有效掀起搶購熱潮，台菜宴僅剩不到百組，而的冷凍年菜中式追加套組全數售光，西式套組也剩不到百份。
安碁,資安服務廠商安碁資訊 () 公布 12 月合併營收 2.02 億元，月增 13.09%，年增 13.54%，創單月新高紀錄，累計全年合併營收 18.45 億元，年增 15.05%，也是連續第 6 年創新高，安碁資訊表示，營收動能來自年度專案陸續完成驗收，資安議題也可望持續推升業績表現。安碁資訊指出，企業將生成式 AI 導入資安領域，搭配高速運算的多元應用，引爆了資安攻防的新戰場，企業如何在營運永續發展、資訊應用快速擴展間，同時具備因應資安威脅能力與建構營運韌性，成為重要關鍵課題。據 iThome 2023 資安大調查數據顯示，國內企業有超過 5 成企業員工資安意識不足，3 成企業欠缺資安老手，是企業最頭痛的兩大資安弱點。而安碁資訊長年擁有處理各產業 IT、OT 網路攻擊的防護能量與經驗，並結合旗下子公司安碁學苑，依據上市上櫃公司資通安全管控指引及資安院人才培育中心資安職能基準，進行該產業資安技術人才的養成，面對日新月異的網路威脅新挑戰，營運成長新動能無虞。,https://news.cnyes.com/news/id/5425000,p,據iThome2023資安大調查數據顯示，國內企業有超過5成企業員工資安意識不足，3成企業欠缺資安老手，是企業最頭痛的兩大資安弱點。
統一FANG+,台股連三黑，散戶趁回檔進場搶便宜，統計今 (2024) 年盤中零股成交金額前十大海外股票 ETF，可發現科技、半導體族群超過半數，顯示投資人逢低卡位 AI 主流題材。尤其成分股涵蓋美國「科技七雄」的統一 FANG+ ETF()，開年來短短三個交易日，累積成交金額就突破 2000 萬元衝第一。適逢行情「南下載客」，吸引小資族以零股爭先恐後搶上車，00757 去年漲幅超過九成，為台股原型 ETF 漲幅冠軍，但自高檔修正以來波段跌幅達 5%，散戶見機不可失大舉透過零股交易撿便宜。據 CMoney 統計，00757 今年盤中零股交易成交金額達 2011.15 萬元，為海外股票 ETF 之冠。此外，第二、三名分別為富邦  ()1519.12 萬元，復華富時不動產 ()1161.94 萬元，也是小股民追捧的焦點 ETF。統一投信認為，2024 年全球貨幣政策可望逐步寬鬆，且經濟有撐的狀況下，全球股市可望逐步走高。在此環境下，具有結構性改變的成長產業，將優於傳統經濟所帶動的景氣循環股以及價值股。尤其 AI 維持高速成長，半導體更扮演進軍 AI 領域不可或缺的要角，整體半導體產業可望擺脫衰退轉為成長，自 1996 年起全球半導體產業只要出現衰退，隔年皆是數年榮景的開始，AI、半導體的影響力與爆發力可期。,https://news.cnyes.com/news/id/5424978,p,尤其成分股涵蓋美國的統一FANG+ETF，開年來短短三個交易日，累積成交金額就突破2000萬元衝第一。據CMoney統計，00757今年盤中零股交易成交金額達2011.15萬元，為海外股票ETF之冠。此外，第二、三名分別為富邦1519.12萬元，復華富時不動產1161.94 萬元，也是小股民追捧的焦點ETF。
樺漢,工業電腦大廠樺漢 () 公告去年 12 月營收 128.9 億元，月增 15.5%，年增 3%；第四季營收 342.3 億元，季增 14.2%、年增 3%；去年全年營收 1216.4 億元，年增 12.4%，月、季、年營收三創歷史新高。樺漢表示，2023 年第四季營收創歷史新高，主要來自於個體及品牌通路業務動能強勁推進，分別年增 26.2%、16.3%。其中，在品牌通路方面，受惠於歐洲智慧城市、醫療、交通、軍工之四大產業應用市場客戶，在國際地緣政治後，加大對集團包括鐵路專用網絡 (RDN)、IIoT+5G 智慧製造解決方案等的設備訂單與服務需求增溫，同時也挹注樺漢 ESaaS(Ennoconn Solution as a Service) 平台的訂閱式服務需求增加。此外，樺漢 EsaaS 慧解決方案與 AIoT 雲軟硬整合推進，EsaaS 平台 2023 年全年業績達 115 億元，年增 74%，純軟體、軟硬雲方案的營收比重分別為 42：58，除了有效精進公司獲利表現，亦凸顯全球各產業企業加速數位、AI、能源、資安、ESG 等應用轉型的趨勢明確。樺漢為加速布局全球 ESaaS 平台應用市場，隨著導入深度合作夥伴 Google Cloud 雲服務涵蓋基礎架構、平台、資料運算、儲存及分析服務，有助於樺漢構建 ESaaS 平台完善架構與附加價值提升，有效協助客戶提高供應鏈透明度、簡化設計作業時程、提升營運效率。樺漢表示，持續專注於數位、AI、能源、資安、ESG 五大應用轉型，提供雲網端智平台慧解決方案，十大應用領域包括智慧園區、建築、儲能、零售、家居、醫療、運輸、資訊安全、設備預測、AI 圖數據。,https://news.cnyes.com/news/id/5424965,p,工業電腦大廠樺漢公告去年12月營收128.9億元，月增15.5%，年增3%；第四季營收342.3億元，季增14.2%、年增3%；去年全年營收1216.4億元，年增12.4%，月、季、年營收三創歷史新高。樺漢表示，2023年第四季營收創歷史新高，主要來自於個體及品牌通路業務動能強勁推進，分別年增26.2%、16.3%。
